,gp,fgm,fga,fg,3p_made,3pa,3p,ftm,fta,ft,oreb,dreb,target_5yrs,points_per_minute,total_contribution
1283,49,3.2,6.0,54.5,0.0,0.1,0.0,2.2,3.0,71.1,1.9,1.2,0,0.46276595744680843,12.999999999999998
1284,79,3.0,6.9,43.9,0.4,1.2,38.0,1.6,2.4,67.2,1.1,1.7,1,0.45505617977528084,12.000000000000002
1285,75,2.8,5.6,49.5,0.0,0.1,0.0,1.4,2.4,57.8,1.4,1.6,1,0.39204545454545453,10.700000000000001
1286,66,2.5,5.9,41.8,0.4,1.3,29.5,1.4,1.6,84.1,0.4,1.7,1,0.3941176470588235,11.2
1287,67,2.0,4.2,48.4,0.0,0.3,9.1,0.9,1.5,61.4,0.9,1.8,1,0.29940119760479045,9.0
1288,23,1.7,3.6,47.6,0.0,0.0,0.0,0.8,1.3,60.0,1.3,2.2,0,0.2625,8.299999999999999
1289,47,1.6,4.5,36.2,0.4,1.4,26.6,1.0,1.2,82.5,0.3,1.9,0,0.2771084337349397,8.1
1290,74,2.0,5.0,40.6,0.0,0.0,0.0,1.5,2.2,67.5,1.1,2.2,0,0.3548387096774194,9.0
1291,77,2.1,5.0,42.1,0.1,0.4,21.2,1.1,1.5,73.1,0.6,1.5,1,0.35761589403973515,8.5
1292,51,1.9,4.6,41.9,0.0,0.1,33.3,0.9,1.4,65.7,0.9,1.7,1,0.32,8.7
1293,68,1.5,2.5,59.2,0.0,0.0,0.0,0.7,1.3,54.7,1.1,2.3,0,0.27692307692307694,7.199999999999999
1294,70,1.7,4.4,40.0,0.0,0.4,8.0,1.3,1.6,83.6,0.3,0.9,1,0.3779527559055118,7.0
1295,55,1.4,2.6,53.9,0.0,0.0,0.0,0.4,0.8,54.5,0.9,2.2,0,0.2644628099173554,6.900000000000001
1296,64,2.0,5.3,37.7,0.4,0.9,40.4,1.0,1.3,75.3,0.4,0.7,1,0.4453781512605042,7.199999999999999
1297,58,1.8,4.9,36.5,0.4,1.3,31.5,0.8,1.2,67.2,0.6,0.8,1,0.41379310344827586,7.199999999999999
1298,67,1.1,2.6,43.7,0.0,0.0,0.0,0.7,1.1,61.3,1.1,1.8,1,0.2912621359223301,6.7
1299,39,1.9,5.5,35.5,0.6,2.2,26.2,0.9,1.2,75.0,0.6,1.9,0,0.3253012048192771,8.700000000000001
1300,60,1.1,2.9,36.8,0.2,0.8,23.4,0.7,0.9,83.0,0.2,0.6,1,0.34444444444444444,5.699999999999999
1301,40,0.6,2.1,30.5,0.3,0.8,33.3,0.3,0.4,80.0,0.1,0.6,1,0.21176470588235294,3.1999999999999997
1302,48,1.3,2.4,52.2,0.3,0.6,50.0,0.6,0.7,82.4,0.1,0.7,1,0.425,5.5
1303,38,0.7,2.3,31.8,0.1,0.6,20.8,0.3,0.7,44.4,0.4,0.5,0,0.2533333333333333,3.3999999999999995
1304,53,1.1,2.8,40.4,0.3,1.2,27.9,0.4,0.5,75.9,0.5,1.2,0,0.41666666666666663,5.0
1305,45,1.0,2.4,41.5,0.0,0.0,0.0,0.6,1.0,63.0,1.1,1.6,1,0.41935483870967744,5.6000000000000005
1306,68,0.6,1.9,31.7,0.0,0.0,33.3,0.7,1.0,73.5,0.3,0.5,0,0.34545454545454546,3.0000000000000004
1307,47,0.7,1.5,48.6,0.0,0.0,0.0,0.4,0.8,54.1,0.5,0.7,1,0.40425531914893614,3.400000000000001
1308,81,9.0,16.1,56.2,0.0,0.0,0.0,5.3,8.9,59.2,4.2,9.6,1,0.6174142480211081,39.6
1309,77,5.8,12.6,46.4,0.9,2.6,36.9,2.7,3.7,74.6,1.0,2.5,1,0.43258426966292135,22.4
1310,81,6.2,13.1,47.4,0.0,0.5,10.0,5.7,6.8,83.5,2.1,6.6,1,0.5214899713467048,28.6
1311,81,6.0,14.0,42.6,0.5,1.7,28.1,2.2,3.5,64.4,2.7,6.9,1,0.4260869565217391,27.299999999999997
1312,78,7.3,14.3,51.1,0.0,0.0,0.0,6.3,8.1,78.1,3.4,6.9,1,0.6194690265486726,33.099999999999994
1313,82,5.9,11.7,50.4,0.0,0.2,15.4,2.9,3.9,74.8,3.3,5.7,1,0.4388059701492537,25.999999999999996
1314,82,6.0,12.8,46.9,0.0,0.0,25.0,3.5,5.0,71.3,2.2,5.0,1,0.4814814814814815,24.3
1315,79,4.1,8.6,47.4,0.2,0.6,25.5,1.8,2.5,71.5,1.4,3.5,1,0.3423728813559322,17.6
1316,72,5.1,10.4,49.3,0.0,0.0,0.0,3.3,5.4,60.2,2.7,4.7,1,0.46551724137931033,21.6
1317,59,6.1,13.9,43.5,1.0,3.2,31.9,3.8,5.1,74.2,1.9,2.5,1,0.5985915492957746,23.1
1318,82,4.2,9.8,43.3,0.0,0.0,0.0,1.4,2.1,65.1,2.2,4.0,1,0.3512544802867384,17.0
1319,48,6.3,12.0,52.4,0.0,0.1,33.3,3.2,4.5,70.7,2.1,2.6,0,0.5745454545454546,22.400000000000002
1320,71,5.0,11.7,43.2,0.8,2.6,29.3,3.0,4.2,71.7,2.0,2.1,1,0.5073529411764707,19.6
1321,39,3.2,7.1,44.6,0.0,0.1,0.0,2.5,3.1,83.2,1.0,2.2,1,0.4009009009009009,13.000000000000002
1322,45,3.4,7.2,47.1,0.1,0.3,23.1,1.3,1.8,72.8,0.6,1.8,1,0.36818181818181817,13.2
1323,77,3.9,8.2,46.8,0.6,1.5,39.0,2.1,2.7,78.6,0.8,1.5,1,0.48372093023255813,14.299999999999999
1324,74,3.1,7.6,40.2,0.1,0.6,16.7,1.7,2.3,77.2,0.7,1.9,0,0.3755868544600939,11.899999999999999
1325,20,3.7,8.2,44.8,0.0,0.1,0.0,2.1,2.7,75.9,1.9,2.2,0,0.44549763033175355,14.5
1326,77,3.7,8.4,44.3,0.8,2.3,33.3,0.9,1.3,72.7,1.1,1.7,1,0.44607843137254904,13.399999999999999
1327,56,2.2,4.6,47.5,0.0,0.1,0.0,1.3,1.8,71.0,1.3,3.7,1,0.2931937172774869,13.2
1328,73,4.0,8.4,47.5,0.0,0.1,33.3,2.2,2.9,76.2,1.0,1.0,0,0.544973544973545,12.6
1329,40,2.8,5.4,52.8,0.1,0.5,23.8,0.4,0.5,73.7,1.0,1.1,0,0.39610389610389607,8.799999999999999
1330,82,2.3,4.6,50.0,0.0,0.0,0.0,2.0,2.9,70.0,2.1,3.2,1,0.3492063492063492,12.599999999999998
1331,82,2.1,4.6,45.6,0.5,1.3,39.1,0.5,0.8,57.4,0.3,1.1,1,0.28415300546448086,9.699999999999998
1332,50,2.2,5.0,43.8,0.1,0.4,31.6,0.9,1.1,79.6,0.3,0.9,1,0.33128834355828224,7.799999999999999
1333,79,1.8,4.1,44.6,0.0,0.1,28.6,1.6,2.5,66.5,1.5,2.5,0,0.3291925465838509,10.200000000000001
1334,80,1.6,3.6,43.3,0.0,0.2,14.3,1.2,1.5,79.2,0.4,0.8,0,0.27215189873417717,7.999999999999999
1335,80,1.6,3.6,43.3,0.0,0.2,14.3,1.2,1.5,79.2,0.4,0.8,0,0.27215189873417717,7.999999999999999
1336,68,1.5,4.1,35.8,0.1,0.7,16.7,0.8,1.0,79.4,0.4,1.1,1,0.30952380952380953,7.2
1337,43,2.2,3.9,55.0,0.0,0.0,0.0,1.0,1.6,64.3,1.5,2.3,0,0.44628099173553726,9.3
1338,52,1.7,3.8,43.9,0.0,0.2,10.0,1.2,1.8,62.5,0.2,0.4,1,0.375,7.1000000000000005
1339,47,1.6,4.4,36.9,0.4,1.3,33.3,0.7,1.0,67.3,0.2,0.7,1,0.3760683760683761,6.6000000000000005
